gene_id,log2FoldChange,pvalue
AP3S2,0.255214549,0.280530728
AP4B1,0.039840224,0.585898544
AP4E1,-0.081213045,0.204168911
AP4M1,-0.106471787,0.522673828
AP4S1,-0.24350296,0.038609026
AP5B1,-0.357343186,3.50813E-09
AP5M1,-0.686106487,3.88354E-27
AP5S1,-0.328104178,0.000418485
AP5Z1,-0.14688723,0.067164808
APAF1,0.050493397,0.391786627
APBA3,0.440938569,0.000466003
APBB1,-0.915777591,0.518377898
APBB2,-0.212669378,0.000224803
APBB3,-0.36331238,0.00484638
APC,-0.100300799,0.007161326
APC2,-0.702088166,1.70217E-11
APCDD1L,-1.336721921,0.003851494
APEH,0.004486177,0.900852042
APEX1,-0.501520412,5.27338E-37
APEX2,0.333356157,5.69803E-12
APH1A,0.04462985,0.329516941
APH1B,-0.362889959,0.005622603
API5,-0.112820114,0.003835281
APIP,0.025809777,0.831090472
APLF,-0.596360731,0.79270646
APLN,-1.029626946,0.056704791
APLNR,-0.079896533,0.982511594
APLP1,1.134153922,1.99378E-10
APLP2,0.244930198,5.40243E-16
APMAP,0.333662885,1.06255E-16
APOA1,0.889120315,0.301396819
APOA5,1.801377214,0.434087928
APOB,-0.87641474,0.468338225
APOBEC2,-0.47950726,0.030380893
APOBEC3A,0.881873978,0.828893793
APOBEC3B,0.392874632,2.38578E-05
APOBEC3C,0.166817639,0.037546284
APOBEC3D,0.387146983,0.456500063
APOBEC3F,-0.068395875,0.829191969
APOBEC3G,2.802866712,0.31065141
APOBEC3H,-0.203652014,0.835393913
APOBEC4,1.170364821,0.000138358
APOBR,-1.43643676,0.025141853
APOC1,0.323486867,0.000981497
APOC2,0.922224939,0.481970241
APOC3,0.881873978,0.828893793
APOC4,0.881873978,0.828893793
APOD,-3.012630757,0.140638548
APOE,0.64697434,0.303500494
APOF,0.705124067,0.441226139
APOH,0.881873978,0.828893793
APOL1,1.017711357,5.0085E-05
APOL2,0.400724693,4.28497E-11
APOL3,2.331107333,0.000592106
APOL5,-1.373489759,0.47259955
APOL6,0.083818738,0.257273791
APOLD1,-0.934367127,5.88203E-20
APOM,0.262888233,0.273861984
APOO,-0.035185025,0.542989966
APOOL,0.005964793,0.906236446
APP,0.192110799,2.50212E-09
APPBP2,-0.351630711,6.19732E-09
APPL1,-0.098066431,0.038255139
APPL2,0.017361497,0.786963514
APRT,-0.248825325,6.88911E-08
APTX,-0.214319354,0.000321381
AQP1,-0.510332436,0.134701083
AQP10,-0.079896277,0.98224308
AQP11,-0.509556165,0.001993597
AQP2,0.498908084,0.818642591
AQP3,0.219773761,2.36635E-07
AQP5,0.847151826,0.714498641
AQP6,-0.374647154,0.472969721
AQP7,0.939975936,0.149764781
AQP7B,-2.444746907,0.016312136
AQP8,-1.910566502,0.62571767
AQP9,2.335982228,0.453758784
AQR,0.05686881,0.22543801
AR,0.057247221,0.757456865
ARAF,0.326229691,6.68571E-15
ARAP1,0.051657884,0.197888955
ARAP2,-0.253371704,0.000177524
ARAP3,0.320232748,2.70857E-07
ARC,1.581356761,0.134618885
ARCN1,0.140428982,4.08102E-06
AREG,2.299762354,0.051962036
AREL1,-0.056423997,0.298512428
ARF1,0.525088071,2.0819E-61
ARF3,0.139785069,1.07418E-06
ARF4,0.871224398,1.2691E-192
ARF5,0.137570311,0.01828841
ARF6,-0.151369342,0.239211164
ARFGAP1,0.00019513,0.996990842
ARFGAP2,-0.033898796,0.536143718
ARFGAP3,0.409840476,7.18543E-21
ARFGEF1,0.011897334,0.781649704
ARFGEF2,-0.017526428,0.553377872
ARFGEF3,0.684336853,5.11966E-27
ARFIP1,-0.051076978,0.473989187
ARFIP2,0.245470176,1.59415E-05
ARFRP1,-0.680312282,9.04061E-13
ARG1,0.030572146,0.889590856
ARG2,0.367657271,0.004212546
ARGLU1,-0.028482445,0.675875484
ARHGAP1,-0.01569785,0.755180252
ARHGAP10,-0.099837756,0.119552528
ARHGAP11A,-0.013728878,0.784947243
ARHGAP11A-SCG5,-1.041679374,0.798503768
ARHGAP11B,0.07406979,0.399295966
ARHGAP12,-0.10784707,0.124513778
ARHGAP15,-1.345491163,0.4316221
ARHGAP17,-0.044912531,0.321768854
ARHGAP18,-0.446971528,8.34031E-17
ARHGAP19,0.415499179,8.8823E-07
ARHGAP20,0.846265273,0.771876577
ARHGAP21,-0.553878773,2.46219E-72
ARHGAP22,-0.424101913,0.240444286
ARHGAP23,-0.545679296,5.62143E-26
ARHGAP24,0.177426178,0.19981677
ARHGAP25,-1.041679374,0.798503768
ARHGAP26,0.453441177,4.68984E-10
ARHGAP27,-0.111437732,0.21786093
ARHGAP28,-0.985200959,1.02843E-19
ARHGAP29,0.185634173,8.52727E-05
ARHGAP30,-0.215821063,0.375434033
ARHGAP31,-0.08423931,0.820049296
ARHGAP32,-0.274661028,8.36239E-06
ARHGAP33,0.089986009,0.599356628
ARHGAP35,0.047864181,0.208442323
ARHGAP39,-0.362533418,1.61159E-06
ARHGAP4,-0.135167612,0.775918773
ARHGAP40,-0.405691139,0.526621359
ARHGAP42,0.005991742,0.912299035
ARHGAP44,0.384463349,0.034485068
ARHGAP45,0.296609859,4.81735E-06
ARHGAP5,-0.012595736,0.702438299
ARHGAP6,-0.382834241,0.696348507
ARHGAP8,-1.041679374,0.798503768
ARHGAP9,-1.303945089,0.034399135
ARHGDIA,-0.006782166,0.879389462
ARHGDIB,-0.364953849,0.000763311
ARHGDIG,0.859447014,0.53377079
ARHGEF1,0.291098148,1.26203E-08
ARHGEF10,-0.079263559,0.191728325
ARHGEF10L,-0.035167922,0.64883069
ARHGEF11,-0.281619235,8.48907E-07
ARHGEF12,0.012917019,0.634812708
ARHGEF15,-0.321489028,0.84857515
ARHGEF16,-0.043995596,0.47142267
ARHGEF17,-0.072137741,0.115854231
ARHGEF18,-0.239849979,4.75238E-07
ARHGEF19,0.228017124,0.000441113
ARHGEF2,0.274891087,3.32824E-16
ARHGEF25,-0.118719654,0.225733859
ARHGEF26,-0.923787608,5.86389E-06
ARHGEF28,-0.013073856,0.801159417
ARHGEF3,-0.134312236,0.027538909
ARHGEF33,-0.547965959,0.369799242
ARHGEF35,-0.0631347,0.732610438
ARHGEF37,-0.425172634,0.025796025
ARHGEF38,0.294119348,0.709346325
ARHGEF39,-0.155779828,0.064246765
ARHGEF4,-0.092318627,0.221055996
ARHGEF40,0.470044876,2.11401E-19
ARHGEF5,0.188746893,0.002954673
ARHGEF6,1.70108354,0.366189343
ARHGEF7,-0.02952029,0.548092494
ARHGEF9,-0.618104334,1.07315E-15
ARID1A,-0.062287011,0.110241906
ARID1B,-0.335614367,6.57967E-16
ARID2,-0.165570468,1.43385E-06
ARID3A,0.788091276,2.23196E-11
ARID3B,0.23805377,0.020145701
ARID3C,-0.167150577,0.708327522
ARID4A,0.120389334,0.048520051
ARID4B,0.027857303,0.541367043
ARID5A,0.535873186,0.002059964
ARID5B,0.261720407,6.80658E-13
ARIH1,-0.143475409,0.000118164
ARIH2,-0.121117856,0.000357717
ARL1,0.273233388,1.07242E-11
ARL10,-1.353862149,2.44228E-06
ARL11,0.152796249,0.880386581
ARL13A,-0.063079068,0.826184925
ARL13B,-0.003579364,0.96998237
ARL14,-0.959945295,0.03655638
ARL14EP,-0.278902005,0.003005637
ARL14EPL,0.881873978,0.828893793
ARL15,-0.107216839,0.43528196
ARL16,-0.048983469,0.626854113
ARL17A,0.161489619,0.092122001
ARL17B,0.087019849,0.561744888
ARL2,0.364251104,9.16101E-11
ARL2BP,-0.045400708,0.385938407
ARL3,0.111967663,0.099334553
ARL4A,-0.007636948,0.912974076
ARL4C,-0.449895772,0.66839497
ARL4D,0.646858578,2.12279E-20
ARL5A,-0.199538994,0.000298112
ARL5B,0.176178632,0.000133512
ARL5C,0.881873978,0.828893793
ARL6,-0.003099745,0.983420326
ARL6IP1,0.072174049,0.035087833
ARL6IP4,0.067010651,0.190533322
ARL6IP5,-0.078146219,0.084124698
ARL6IP6,-0.505688308,9.67936E-10
ARL8A,0.32127923,2.70797E-06
ARL8B,0.000132334,0.997975814
ARL9,0.205916971,0.614438492
ARMC1,-0.346010363,2.85679E-11
ARMC10,-0.074703743,0.320400469
ARMC12,-1.948881355,0.361293463
ARMC2,-0.101973552,0.591482221
ARMC3,-2.910254005,0.330083472
ARMC5,-0.288490093,0.003057905
ARMC6,-0.288377827,0.00012361
ARMC7,-0.266415646,0.014868368
ARMC8,-0.11109817,0.078331018
ARMC9,-0.115088859,0.235322666
ARMCX1,1.752449806,0.632632845
ARMCX2,0.924062237,0.047764831
ARMCX3,0.168425334,0.000773153
ARMCX4,-0.915337419,1.16475E-08
ARMCX5,-0.125354248,0.194076024
ARMCX5-GPRASP2,-0.861957651,0.044912533
ARMCX6,-0.019251291,0.87239299
ARMH1,0.370331206,0.364563226
ARMH2,-0.079896746,0.982725173
ARMH3,-0.061075119,0.405374936
ARMH4,0.536219939,0.729386646
ARMS2,0.663772298,0.709721614
ARMT1,-0.085779944,0.1986312
ARNT,0.408973979,1.58602E-33
ARNT2,0.524829268,1.86936E-24
ARNTL,0.313372786,5.7154E-05
ARNTL2,-0.261363674,1.06811E-05
ARPC1A,0.054546963,0.305326447
ARPC1B,0.248740719,1.40124E-05
ARPC2,0.022343566,0.537164746
ARPC3,0.118313656,0.003198971
ARPC4,-0.130820198,0.071181107
ARPC5,-0.110530719,0.004876322
ARPC5L,0.194773687,0.00395067
ARPIN,-0.978124911,1.85574E-92
ARPP19,-0.139799432,0.000136462
ARR3,0.563592843,0.3154806
ARRB1,-0.579158892,3.39366E-28
ARRB2,0.28593014,3.97217E-05
ARRDC1,-0.358347147,6.99681E-07
ARRDC2,0.101237646,0.262676705
ARRDC3,0.393327376,1.1389E-24
ARRDC4,2.057738966,0.000717303
ARRDC5,0.500948922,0.540363549
ARSA,-0.028807865,0.740426069
ARSB,-0.181910382,0.020409077
ARSD,-0.919878829,0.000193668
ARSG,-0.276827456,1.18287E-06
ARSI,0.484456446,0.302162969
ARSJ,0.360601918,0.00180017
ARSK,-0.453533848,2.88078E-05
ARSL,-2.143447747,0.084917948
ART1,-1.407888825,0.052193428
ART3,0.867983121,0.423063555
ART4,-0.729634187,0.007376485
ART5,2.13586531,0.323130508
ARTN,0.917771008,0.025939839
ARV1,0.302826674,1.67157E-05
ARVCF,0.258236535,0.013368043
ARX,-0.476727199,0.466543255
AS3MT,1.533430708,0.001499676
ASAH1,0.238875914,0.000117162
ASAH2,0.349694023,0.413427109
ASAH2B,-0.14767193,0.326853809
ASAP1,-0.163044719,0.000104259
ASAP2,-0.089993701,0.065947251
ASAP3,0.285691606,0.00205829
ASB1,0.072174191,0.24487849
ASB11,-1.918697407,0.623335873
ASB12,-0.079896567,0.982546482
ASB13,-0.298313368,1.48857E-07
ASB14,-0.319416706,0.057674133
ASB15,-0.029509459,0.991073179
ASB16,0.053052368,0.683021269
ASB17,-3.717263076,0.132996001
ASB18,-0.536763581,0.058379597
ASB3,0.188868811,0.31943279
ASB4,2.707451765,0.380383046
ASB6,0.094180422,0.187929297
ASB7,0.092105935,0.251262379
ASB8,-0.041680354,0.4505206
ASB9,-0.52895112,3.13057E-06
ASCC1,0.235278471,0.00013911
ASCC2,0.233744279,7.55859E-07
ASCC3,-0.038296191,0.17201416
ASCL1,0.881873978,0.828893793
ASCL2,1.917134804,0.316305652
ASCL3,-2.53605033,0.027297247
ASCL5,0.595957469,0.760244414
ASF1A,-0.1755415,0.024769005
ASF1B,0.413352846,3.21134E-09
ASGR1,-0.151253714,0.716393578
ASH1L,-0.197884878,9.43264E-09
ASH2L,0.154299432,0.016856012
ASIC1,0.363407825,7.12381E-10
ASIC2,0.881873978,0.828893793
ASIC3,0.183552647,0.126785596
ASIC4,1.284873232,0.030576808
ASIP,-0.427464623,0.043975267
ASL,-0.293977335,0.004261377
ASNS,-0.632100375,1.669E-24
ASNSD1,-0.430249468,5.09097E-06
ASPDH,-0.48841189,0.322667929
ASPG,-1.080618534,0.62744644
ASPH,0.503204437,1.05417E-87
ASPHD1,0.337983253,0.000808348
ASPHD2,0.496133217,0.819558038
ASPM,-0.642700144,4.2963E-138
ASPN,-0.528861256,0.012907366
ASPRV1,-1.194280268,0.014637366
ASPSCR1,-0.436224999,2.06331E-10
ASRGL1,0.56147435,0.001247545
ASS1,-0.015398768,0.646188551
ASTE1,-0.127591828,0.182824766
ASTL,-0.768939304,0.095183536
ASTN1,0.07271532,0.391307363
ASTN2,-0.104068121,0.325197379
ASXL1,-0.178925011,6.69627E-07
ASXL2,-0.050048054,0.142785227
ASZ1,-2.610012336,1.05071E-08
ATAD1,0.0505864,0.265864637
ATAD2,0.305091084,1.91181E-17
ATAD2B,-0.136316159,0.008273239
ATAD3A,0.029014353,0.599335521
ATAD3B,-0.080765576,0.127166514
ATAD3C,-1.151750066,0.006129816
ATAD5,0.122168618,0.263013159
ATAT1,-0.01253334,0.91944027
ATCAY,1.122994794,0.516685625
ATE1,0.016389609,0.742370137
ATF1,-0.308492357,8.88591E-15
ATF2,0.071467874,0.227810777
ATF3,0.329747355,6.60228E-05
ATF4,-0.632122647,6.35966E-97
ATF5,-0.498347309,8.68528E-07
ATF6,0.242845148,2.7468E-16
ATF6B,-0.093261067,0.023162148
ATF7,-0.008809392,0.829625364
ATF7IP,-0.522484104,1.36369E-42
ATF7IP2,-0.143650927,0.298233932
ATG10,-0.441587482,8.0179E-05
ATG101,0.378007578,4.35284E-10
ATG12,-0.005638893,0.935657932
ATG13,0.086328756,0.083553063
ATG14,0.106846318,0.110842374
ATG16L1,0.162363603,0.01270932
ATG16L2,0.346483004,0.000580736
ATG2A,-0.050920371,0.357750608
ATG2B,-0.293238542,2.33902E-13
ATG3,0.050565372,0.364073904
ATG4A,0.351943669,2.70264E-07
ATG4B,-0.119712107,0.101155402
ATG4C,0.173178714,0.030980447
ATG4D,0.465831262,1.35172E-05
ATG5,0.140327007,0.042909028
ATG7,-0.028123231,0.710622267
ATG9A,0.365696078,3.00294E-18
ATG9B,-0.500387787,0.228551313
ATIC,-0.004377225,0.90453733
ATL1,-0.27445588,0.137157974
ATL2,0.195792265,1.88049E-07
ATL3,-0.181832886,3.76632E-08
ATM,-0.322205837,1.52495E-22
ATMIN,-0.230700606,0.000192488
ATN1,0.067281787,0.062530868
ATOH7,0.425900541,0.366358467
ATOH8,-0.512596454,0.05996062
ATOX1,0.337062751,1.77344E-05
ATP10A,-1.041679374,0.798503768
ATP10D,0.439666057,1.56311E-20
ATP11A,-0.63289132,2.05927E-59
ATP11B,0.066395952,0.127365175
ATP11C,-0.00163292,0.967688643
ATP13A1,0.075584629,0.060299849
ATP13A2,0.324714149,2.19538E-09
ATP13A3,-0.058011288,0.086489749
ATP13A4,-2.673708248,0.095484007
ATP1A1,0.279245336,1.01336E-24
ATP1A2,-0.152046135,0.926392502
ATP1A3,1.238027073,0.306409322
ATP1A4,0.521328095,0.81130088
ATP1B1,0.549740447,6.11883E-29
ATP1B2,2.750495628,0.032500629
ATP1B3,0.079417141,0.018741196
ATP1B4,-1.951000153,0.582220408
ATP23,6.72278E-05,0.99962877
ATP2A1,0.088671209,0.682293324
ATP2A2,0.501228249,1.8637E-76
ATP2A3,0.441444896,0.000676146
ATP2B1,-0.15661269,1.33307E-05
ATP2B2,-1.041679374,0.798503768
ATP2B3,0.846141156,0.770628621
ATP2B4,0.331451621,1.86994E-21
ATP2C1,0.230353825,6.60558E-10
ATP2C2,0.517835311,0.000839495
ATP4A,0.051744859,0.949982168
ATP4B,-0.984279023,0.733978028
ATP5F1A,0.011658531,0.699570295
ATP5F1B,0.048922243,0.1745241
ATP5F1C,-0.202105112,4.76917E-08
ATP5F1D,-0.005671242,0.932527073
ATP5F1E,-0.034020512,0.398203957
ATP5IF1,-0.06041515,0.318642192
ATP5MC1,0.234666081,9.96595E-07
ATP5MC2,-0.010401466,0.740026378
ATP5MC3,-0.020642463,0.642422551
ATP5ME,0.260177431,0.00028897
ATP5MF,0.053294066,0.477117191
ATP5MG,0.258647037,1.24457E-10
ATP5MGL,1.162470602,0.034498348
ATP5MJ,0.01452188,0.699799376
ATP5MK,-0.024440795,0.610436021
ATP5PB,-0.154685645,3.10387E-06
ATP5PD,0.102858043,0.090873857
ATP5PF,-0.070083022,0.243547097
ATP5PO,-0.130894499,0.003571535
ATP6,-0.166768987,1.14869E-06
ATP6AP1,0.318905856,3.31478E-14
ATP6AP2,0.171999842,0.000195043
ATP6V0A1,0.241685227,4.71916E-05
ATP6V0A2,-0.287673052,1.08058E-06
ATP6V0A4,-0.245810234,0.202408643
ATP6V0B,0.394430022,1.97579E-11
ATP6V0C,0.172293781,5.43476E-05
ATP6V0D1,0.390392433,1.06165E-12
ATP6V0E1,0.055105557,0.340120893
ATP6V0E2,0.698760233,0.046018368
ATP6V1A,-0.018489134,0.557203152
ATP6V1B1,-0.538528018,0.517048653
ATP6V1B2,0.078662503,0.198760099
ATP6V1C1,0.031138453,0.507888272
ATP6V1C2,0.311919838,0.010929581
ATP6V1D,0.370118683,7.89274E-11
ATP6V1E1,0.437375036,2.27715E-21
ATP6V1E2,-1.046918684,3.87577E-15
ATP6V1F,0.519163388,1.73846E-14
ATP6V1FNB,1.05590291,0.001968477
ATP6V1G1,-0.118480901,0.020989814
ATP6V1G2,0.164271652,0.605034669
ATP6V1H,-0.119381829,0.056263103
ATP7A,-0.085481722,0.257442329
ATP7B,0.303310648,0.000117232
ATP8,-0.20654886,6.5425E-06
ATP8A1,-0.041880829,0.651495189
ATP8A2,0.232469218,0.746946012
ATP8B1,0.211731672,0.242237719
ATP8B2,0.863290462,3.73191E-17
ATP8B3,0.13003365,0.086077138
ATP8B4,0.038222656,0.754133412
ATP9A,-0.344014939,6.21248E-21
ATP9B,-0.10303899,0.285414526
ATPAF1,0.067909192,0.199109939
ATPAF2,-0.149307993,0.133303231
ATPSCKMT,-0.254482985,0.008460639
ATR,0.026497519,0.510617199
ATRAID,-0.029180364,0.480801575
ATRIP,-0.546884519,1.32795E-11
ATRN,0.165622151,1.95964E-05
ATRX,-0.559024686,7.19695E-47
ATXN1,-0.018932282,0.727481426
ATXN10,-0.238889258,1.37672E-08
ATXN1L,0.082955963,0.060089055
ATXN2,-0.080838156,0.08514083
ATXN2L,0.007343003,0.821363275
ATXN3,0.096984166,0.117979312
ATXN7,0.025463586,0.554271559
ATXN7L1,-0.35823322,0.013081753
ATXN7L2,0.0302032,0.736791283
ATXN7L3,0.275258827,4.20398E-08
ATXN7L3B,-0.435232292,2.85724E-18
AUH,0.037462824,0.539658134
AUNIP,-0.114814563,0.1059412
AUP1,0.077641405,0.059915672
AURKA,0.521706115,1.50074E-41
AURKAIP1,0.162172535,0.003503888
AURKB,0.720434863,9.84328E-67
AURKC,-0.310421396,0.475001739
AUTS2,-0.948998019,0.015643763
AVEN,-0.517715473,0.001363743
AVIL,0.120914996,0.38161973
AVL9,-0.052103441,0.247510246
AVPI1,0.53918116,2.2295E-20
AVPR1B,0.881873978,0.828893793
AVPR2,-0.332155443,0.123267742
AWAT1,0.664487808,0.52454139
AWAT2,0.881873978,0.828893793
AXDND1,-0.087626555,0.940683635
AXIN1,-0.10963188,0.089627533
AXIN2,-0.919910654,0.078922483
AXL,-0.009527824,0.828018501
AZGP1,1.771184327,0.626943904
AZI2,0.111194828,0.094294274
AZIN1,0.13321381,0.000334794
AZIN2,-0.256421811,0.162862499
AZU1,-0.262446421,0.740266148
B2M,0.291798127,6.83263E-27
B3GALNT2,-0.261837678,2.14233E-08
B3GALT1,-1.041679374,0.798503768
B3GALT2,0.403213991,0.004937704
B3GALT4,0.715372681,0.030428112
B3GALT6,-0.205378279,0.05915331
B3GALT9,-1.545650937,8.64371E-14
B3GAT1,-0.079896366,0.982337575
B3GAT2,-0.65270872,0.111017423
B3GAT3,0.435487617,6.29287E-08
B3GLCT,0.106205257,0.388388361
B3GNT2,-0.005603145,0.949063292
B3GNT3,0.541612362,0.447188694
B3GNT4,0.409957705,0.039050451
B3GNT5,0.384647655,1.36382E-06
B3GNT6,-0.079896366,0.982337575
B3GNT7,-0.242705352,0.741462348
B3GNT8,-0.304737454,0.381768123
B3GNT9,-0.101258226,0.150105575
B3GNTL1,-0.057022051,0.794405774
B4GALNT1,-0.004561714,0.975833605
B4GALNT3,-0.486020661,0.481619779
B4GALNT4,0.63151796,1.02061E-08
B4GALT1,-0.0113464,0.68381763
B4GALT2,-0.299950397,3.25893E-07
B4GALT3,0.077879359,0.17432033
B4GALT4,0.278623755,0.000100303
B4GALT5,0.485119189,2.00957E-33
B4GALT6,-0.846454254,0.09865133
B4GALT7,0.245583726,0.000600658
B4GAT1,0.218683185,0.00085368
B9D1,-0.070182522,0.378787015
B9D2,-0.365949784,0.101941247
BAALC,-1.5634559,0.548776778
BAAT,-0.760782122,0.388317121
BABAM1,0.18811146,1.92228E-05
BABAM2,0.035001974,0.616007564
BACE1,-0.283603886,3.83089E-08
BACE2,-0.408396876,1.56611E-34
BACH1,0.150824575,0.000123012
BACH2,0.036963479,0.742132311
BAD,-0.06481962,0.481182336
BAG1,-0.574293135,5.33158E-59
BAG2,-0.296159016,2.11409E-07
BAG3,-0.103803349,0.04448148
BAG4,-0.040219474,0.517692508
BAG5,0.063544346,0.036817498
BAG6,0.127512463,0.000272552
BAHCC1,-0.007337215,0.892003224
BAHD1,0.277121554,4.2764E-05
BAIAP2,-0.672708429,2.80505E-13
BAIAP2L1,-0.114153393,0.090858645
BAIAP2L2,0.078863157,0.846777376
BAIAP3,1.077542045,1.7637E-08
BAK1,0.399018836,8.17232E-07
BAMBI,0.772633272,1.71441E-06
BANF1,0.163643384,5.79623E-05
BANK1,-2.444363309,0.170582439
BANP,0.008818619,0.906116063
BAP1,0.138279567,0.003806068
BARD1,0.143990278,0.011533068
BARHL1,-1.79209243,0.035070941
BARX1,0.713745381,0.057071916
BASP1,-0.055453477,0.046125187
BATF,-2.495359013,0.453541206
BATF2,-3.328634724,0.07302591
BATF3,-0.386348727,0.266032087
BAX,0.089497746,0.150938043
BAZ1A,-0.262470049,5.35414E-10
BAZ1B,-0.077964779,0.013817764
BAZ2A,0.255920098,2.54657E-14
BAZ2B,-0.34729339,5.36875E-12
BBC3,-0.068789574,0.659657871
BBIP1,0.047027477,0.60847402
BBLN,0.197434309,0.007360304
BBOF1,-0.295468095,0.02466323
BBOX1,-0.07989644,0.982415025
BBS1,-0.332779541,0.000603273
BBS10,-0.370699032,0.000326649
BBS12,-0.242634736,0.131466914
BBS2,0.125316528,0.017719868
BBS4,0.468470431,1.09032E-09
BBS5,0.208816817,0.376271666
BBS7,0.088805114,0.20778419
BBS9,-0.15272702,0.135384372
BBX,0.059129045,0.059163489
BCAM,0.440381956,1.70291E-09
BCAN,0.179925849,0.001014624
BCAP29,-0.446195703,0.380804165
BCAP31,0.264136495,1.28299E-06
BCAR1,0.258621697,1.05139E-05
BCAR3,0.309352886,1.45528E-14
BCAS2,0.033671192,0.568480092
BCAS3,-0.479905127,2.57207E-11
BCAS4,-0.496366405,0.048176264
BCAT2,0.266533926,8.61265E-09
BCCIP,0.067667086,0.161993946
BCDIN3D,-1.234449025,4.597E-16
BCHE,-0.216077872,0.035726966
BCKDHA,0.304937682,1.68453E-09
BCKDHB,-0.024314066,0.671982944
BCKDK,0.374341291,5.45088E-11
BCL10,0.103886013,0.148353728
BCL11A,-0.241295431,0.760760612
BCL11B,1.762718015,0.324854231
BCL2,-0.143931882,0.328260773
BCL2L1,-0.05886978,0.365938448
BCL2L10,0.881873978,0.828893793
BCL2L11,0.012573269,0.817691316
BCL2L12,0.203213672,0.007352755
BCL2L13,-0.390031014,2.67646E-17
BCL2L14,-2.087438744,0.003658291
BCL2L15,-2.794224489,0.065259576
BCL2L2,0.163835422,0.001525363
BCL2L2-PABPN1,0.318165219,0.402604229
BCL3,0.254608629,4.55404E-05
BCL6,1.128201396,1.6123E-150
BCL6B,0.398762211,0.38325227
BCL7A,-0.134110175,0.14025977
BCL7B,0.146395462,0.089618063
BCL7C,-0.118185036,0.12332282
BCL9,0.249429304,2.31154E-07
BCL9L,0.262087019,5.08683E-16
BCLAF1,-0.104020659,0.002569265
BCLAF3,0.088450832,0.317257403
BCO1,0.881873978,0.828893793
BCO2,0.680073353,2.75315E-07
BCOR,0.20465367,1.00119E-07
BCORL1,0.382232094,1.62636E-09
BCR,0.261883861,5.24001E-08
BCS1L,0.030675865,0.666622297
BDH1,-0.13858472,0.274796757
BDH2,0.324325481,2.52174E-06
BDKRB1,-0.257902399,0.840159131
BDKRB2,0.803669785,5.09534E-08
BDNF,0.220947339,0.081763031
BDP1,-0.192354146,2.29123E-08
BEAN1,-0.64269605,0.001724685
BECN1,0.08484931,0.13149704
BECN2,0.881873978,0.828893793
BEGAIN,-0.454563455,4.03103E-11
BEND3,-0.732002869,6.59127E-28
BEND4,1.752449806,0.632632845
BEND5,0.479485946,0.642460605
BEND6,-0.81970322,1.19285E-06
BEND7,-0.079896567,0.982546482
BEST1,0.52542601,0.000278091
BEST2,0.831370293,0.482649227
BEST3,-0.970247491,0.040739089
BEST4,-1.345570607,0.008185664
BET1,-0.046570109,0.604128624
BET1L,-0.046693448,0.339064768
BEX1,-2.98404255,0.308175024
BEX3,0.306285515,6.15276E-10
BFAR,-0.160536248,0.001569806
BFSP1,-0.721454993,0.005112853
BGLAP,0.775141971,0.268168989
BGN,-0.079896277,0.98224308
BHLHA15,0.221038129,0.597816787
BHLHB9,-0.035267124,0.988698901
BHLHE40,0.746838915,7.41209E-97
BHLHE41,-0.291890886,0.486930487
BHMT,-1.98628322,0.384255684
BHMT2,-0.110780465,0.964609132
BICC1,-0.320675848,3.16924E-17
BICD1,-0.029016871,0.510069458
BICD2,0.057618613,0.284639562
BICDL1,0.431703722,0.19655192
BICDL2,-0.666557038,0.441708377
BICRA,0.161607473,0.11042409
BICRAL,-0.365638738,2.08111E-14
BID,0.446758423,2.89884E-09
BIK,0.311540384,0.173460897
BIN1,0.112819061,0.074392393
BIN2,1.498377805,0.322123636
BIN3,-0.276387258,0.052451628
BIRC2,0.012881922,0.78300895
BIRC3,0.507222927,5.34437E-17
BIRC5,0.041390796,0.290684242
BIRC6,-0.032080775,0.273542732
BIRC7,-0.363286276,0.850965214
BIVM,-0.36727968,0.000680606
BLACAT1,0.458981974,0.012958368
BLCAP,-0.076763854,0.131256474
BLID,-0.421729216,0.143193357
BLK,-1.467511242,0.398353337
BLM,0.005178537,0.903214929
BLMH,0.037664077,0.410154551
BLNK,-3.741595055,0.071075615
BLOC1S1,0.136160132,0.017944823
BLOC1S2,-0.145387936,0.090229329
BLOC1S3,0.385236354,3.4411E-05
BLOC1S4,-0.156915607,0.079042161
BLOC1S5,0.139695768,0.026472242
BLOC1S6,-0.044539104,0.414591939
BLVRA,0.318537554,1.49682E-07
BLVRB,0.588406385,5.71455E-17
BLZF1,0.067862932,0.339671202
BMERB1,0.503728677,4.74206E-08
BMF,0.446730676,0.016151845
BMI1,-0.153602519,0.588587388
BMP1,0.088076752,0.032128047
BMP2,-0.062673085,0.791113514
BMP2K,-0.076417823,0.139242879
BMP3,0.881873978,0.828893793
BMP4,0.811579984,0.515967999
BMP5,-1.178352742,8.95346E-27
BMP6,0.484764013,9.87311E-21
BMP7,1.771184327,0.626943904
BMP8A,0.303737967,0.309853914
BMP8B,-0.022266686,0.824139559
BMPER,0.849807691,0.388436072
BMPR1A,-0.211331337,0.000455594
BMPR1B,-0.349640041,0.017248386
BMPR2,-0.404584901,9.57411E-14
BMS1,0.091112631,0.007449473
BMX,0.881873978,0.828893793
BNC1,-0.411187465,0.653846457
BNC2,-1.086507434,2.73862E-15
BNIP1,0.452378783,4.0769E-08
BNIP2,0.058810785,0.200935234
BNIP3,0.593827349,2.64879E-27
